name,price,volume24h,volume7d,volume30d,lastUpdated,marketCapByTotalSupply
Kuverit,9.38E-06,1.00096668,7.65202389,29.37160103,2023-04-26T16:28:00.000Z,187617.3078
MONK,0.0019196,548.815392,4192.338731,15280.88408,2023-04-26T16:28:00.000Z,24885.22816
Lithosphere,0.00039781,245015.3483,1538604.435,7549257.324,2023-04-26T16:28:00.000Z,397810.1991
Martkist,0.001461442,0,0,0,2023-04-26T16:28:00.000Z,24775.05175
BitCash,0.00111599,2.50985588,18.94088981,68.06164816,2023-04-26T16:28:00.000Z,35349.5856
Noir,0.001193014,0,0,0,2023-04-26T16:28:00.000Z,24768.10178
Digitex,2.65E-05,110565.2934,824789.8488,3085221.015,2023-04-26T16:28:00.000Z,26542.11221
KnoxFS,0.035760592,0,0,0,2023-04-26T16:28:00.000Z,20097.3672
Lympo Market Token,0.000779656,32.72442451,245.2516921,1036.322531,2023-04-26T16:28:00.000Z,974569.4067
EvenCoin,0.000763583,96538.71009,655227.896,3150815.586,2023-04-26T16:28:00.000Z,23860.32094
Origin Sport,7.95E-05,0,0,0,2023-04-26T16:28:00.000Z,23842.63666
BoutsPro,0.000306104,0,0,0,2023-04-26T16:28:00.000Z,612208.5249
Coin2.1,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,39749.36335
Centurion,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,24654.77339
PosEx,0.009245858,0,0,0,2023-04-26T16:28:00.000Z,22682.30935
Pigeoncoin,2.97E-06,2.8963077,21.45108878,81.62997258,2023-04-26T16:28:00.000Z,22288.48521
Yocoin,6.01E-05,81700.64582,537622.6193,2484785.986,2023-04-26T16:28:00.000Z,33362.79955
X-Coin,0.001789521,0,0,0,2023-04-26T16:28:00.000Z,22163.17284
Anoncoin,0.010438872,0,0,0,2023-04-26T16:28:00.000Z,22029.32687
EventChain,0.000702977,6775.643797,51509.28257,221608.2948,2023-04-26T16:28:00.000Z,59050.06819
Ormeus Ecosystem,9.83E-06,0,0,0,2023-04-26T16:28:00.000Z,49154.75498
Tokenbox,0.001920831,12.6741402,92.35919498,351.9071752,2023-04-26T16:28:00.000Z,30832.39692
Koi Network,0.001192115,546016.4035,3980480.831,17195772.94,2023-04-26T16:28:00.000Z,1192115.319
Knekted,3.91E-05,0,0,0,2023-04-26T16:28:00.000Z,39054.2779
BERNcash,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,21245.87781
Rune,1.553856131,0,0,0,2023-04-26T16:28:00.000Z,21003.44875
Alphr finance,0.011677655,16165.95374,103158.6515,438478.913,2023-04-26T16:28:00.000Z,116776.5464
Beacon,0.011333623,6.33382784,44.06926713,170.9470719,2023-04-26T16:28:00.000Z,425268.2856
SafeInsure,0.000805284,4.88321644,36.76554164,160.6297322,2023-04-26T16:28:00.000Z,19620.02866
Decentralized Crypto Token,1.95E-05,0,0,0,2023-04-26T16:28:00.000Z,123020.9754
Gossip Coin,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,19374.08135
FirstCoin,0.000620451,0,0,0,2023-04-26T16:28:00.000Z,68249.63954
Islander,3.51E-05,212.4720868,1443.634365,6737.860958,2023-04-26T16:28:00.000Z,526826.5592
Bitcoin Adult,0.000357904,0,0,0,2023-04-26T16:28:00.000Z,19163.52416
Escroco Emerald,1.83E-05,0,0,0,2023-04-26T16:28:00.000Z,18347.34845
HeroFi,0.000211731,0,0,0,2023-04-26T16:28:00.000Z,52678.69977
TajCoin,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,17928.94419
extraDNA,1.49E-05,1.40297215,9.5752927,45.30886893,2023-04-26T16:28:00.000Z,44704.32447
Origo,4.00E-05,0,0,0,2023-04-26T16:28:00.000Z,27253.74959
8X8 PROTOCOL,5.63E-05,30.80436854,234.0675404,895.8898704,2023-04-26T16:28:00.000Z,49548.7931
Akroma,0.00089476,42.46728252,279.3734556,1149.728253,2023-04-26T16:28:00.000Z,17159.25468
Dreamcoin,0.006263323,0,0,0,2023-04-26T16:28:00.000Z,17069.12555
Indexed Finance,0.019383144,162.4734805,1075.350257,5235.537497,2023-04-26T16:28:00.000Z,193831.436
Rivetz,0.000623684,0.87926212,6.21132701,24.18698563,2023-04-26T16:28:00.000Z,124736.7035
FantasyGold,0.000116322,0,0,0,2023-04-26T16:28:00.000Z,20659.92851
Shivers,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,59650.69516
Arepacoin,0.000924611,0.00012959,0.00093055,0.00391673,2023-04-26T16:28:00.000Z,15891.2025
Famcentral,0.001499005,146.9071643,1095.567528,4591.310473,2023-04-26T16:28:00.000Z,149900.4539
Scholarship Coin,0.001100076,0,0,0,2023-04-26T16:28:00.000Z,15215.21191
HyperAlloy,0.004375288,0,0,0,2023-04-26T16:28:00.000Z,15109.12083
Ccore,0.008845794,82.06033608,531.6016459,2488.474453,2023-04-26T16:28:00.000Z,88457.93945
AmsterdamCoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,24298.53985
Bela,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,16659.83858
Eurocoin,0.001193014,0,0,0,2023-04-26T16:28:00.000Z,14813.12209
HeartBout,0.000276053,0,0,0,2023-04-26T16:28:00.000Z,17583.27853
BitSend,0.00044738,0,0,0,2023-04-26T16:28:00.000Z,14507.45731
Phantomx,0.000298253,5.358791,40.51914318,173.7148278,2023-04-26T16:28:00.000Z,14463.95874
AllSafe,0.001580743,0.27608508,1.95114043,8.23658355,2023-04-26T16:28:00.000Z,16827.72702
FuzzBalls,0.002982535,0,0,0,2023-04-26T16:28:00.000Z,14405.47884
Axe,0.002684281,2.03583058,14.10928719,60.1104497,2023-04-26T16:28:00.000Z,14121.91765
MustangCoin,0.021772504,0,0,0,2023-04-26T16:28:00.000Z,13724.15063
PrivaCoin,0.001053492,1681.155718,11037.81311,46715.42701,2023-04-26T16:28:00.000Z,1896284882
Zuki Moba,0.000365235,0,0,0,2023-04-26T16:28:00.000Z,365235.331
Startcoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,21111.04314
BoatPilot Token,0.000178417,0,0,0,2023-04-26T16:28:00.000Z,28816.88044
Moniwar,0.001215763,572.7489063,4178.758628,16482.76721,2023-04-26T16:28:00.000Z,364728.8023
Civitas,0.001491267,0,0,0,2023-04-26T16:28:00.000Z,12996.92706
EchoLink,2.60E-05,0.00649644,0.04139153,0.17681867,2023-04-26T16:28:00.000Z,12985.5474
Herbalist Token,1.37E-06,5.79732003,44.44671622,179.8325428,2023-04-26T16:28:00.000Z,12985.5474
Twinci,0.064827271,14729.10699,105053.1413,471333.502,2023-04-26T16:28:00.000Z,324136.3553
BLOC.MONEY,0.000596507,21.90025783,165.3297082,717.038425,2023-04-26T16:28:00.000Z,12949.67876
SpeedCash,0.022369011,18.64449993,121.5243149,536.3033789,2023-04-26T16:28:00.000Z,13142.80038
UNICORN Token,0.000119301,3.22633461,23.88211072,102.8398091,2023-04-26T16:28:00.000Z,1169153.625
Landbox,0.000166016,168.4530982,1233.958055,5260.585594,2023-04-26T16:28:00.000Z,3320321.191
Smaugs NFT,0.000357515,26.94725744,176.8538407,783.3700867,2023-04-26T16:28:00.000Z,32176.32067
StrongHands Masternode,0.002684281,0,0,0,2023-04-26T16:28:00.000Z,12506.87183
Innovative Bioresearch Coin,1.00E-08,0,0,0,2023-04-26T16:28:00.000Z,12299.5898
Bitcoin Classic,0.020281236,0,0,0,2023-04-26T16:28:00.000Z,362354.261
Elementeum,0.00232064,46.4750279,322.0499574,1413.702979,2023-04-26T16:28:00.000Z,116032.0119
ALL BEST ICO,2.49E-05,82.89455063,577.9107022,2294.239406,2023-04-26T16:28:00.000Z,21650.45152
Quantis Network,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,347268.649
Rupee,0.000268428,0,0,0,2023-04-26T16:28:00.000Z,11852.88691
Knight War - The Holy Trio,0.000376266,9836.593585,68800.72082,291666.1201,2023-04-26T16:28:00.000Z,188132.9657
Datacoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,11844.49532
AMATEN,0.00155015,0,0,0,2023-04-26T16:28:00.000Z,775074.9768
Warena,0.001704524,45765.65362,333273.1003,1389228.031,2023-04-26T16:28:00.000Z,170452.4097
Neutron,0.000298253,29.85964473,226.543149,827.3020978,2023-04-26T16:28:00.000Z,11668.18127
BowsCoin,0.002087774,0,0,0,2023-04-26T16:28:00.000Z,11587.36136
Step Hero,0.000879085,38522.48608,281369.1228,1234160.957,2023-04-26T16:28:00.000Z,87908.50383
ParkByte,0.002386028,0,0,0,2023-04-26T16:28:00.000Z,11367.09931
iBTC,0.000227235,0,0,0,2023-04-26T16:28:00.000Z,11361.76469
Bitcoin 21,0.014316167,0,0,0,2023-04-26T16:28:00.000Z,101546.1104
Arbidex,0.000478187,1.00734452,6.7497722,32.61609309,2023-04-26T16:28:00.000Z,11954.67475
ModiHost,0.008947306,0,0,0,2023-04-26T16:28:00.000Z,8947306.021
Dollarcoin,0.001193014,0,0,0,2023-04-26T16:28:00.000Z,10864.43651
CrevaCoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,1861218.246
OneRoot Network,3.70E-05,0,0,0,2023-04-26T16:28:00.000Z,14801.43182
DragonVein,1.73E-05,1525.248868,10675.40384,50216.20635,2023-04-26T16:28:00.000Z,173276.7619
Alpha Coin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,19386.47593
Thore Cash,0.000188181,0,0,0,2023-04-26T16:28:00.000Z,20909.00174
Bonpay,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,19457.18141
Kalata,0.000285606,401.3627238,2865.906231,12579.22122,2023-04-26T16:28:00.000Z,57121.20661
Acoin,0.008052844,3.22394478,21.53199553,100.8820405,2023-04-26T16:28:00.000Z,9825.153636
SongCoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,9712.713916
StarterCoin,2.83E-05,32.78174552,211.1318364,948.8982354,2023-04-26T16:28:00.000Z,9662.213153
EDRCoin,0.003280788,0,0,0,2023-04-26T16:28:00.000Z,12039.47753
ACA Token,0.000201276,33.09316231,249.5343906,943.8080071,2023-04-26T16:28:00.000Z,20127.61423
Xuez,0.002087774,40152.26426,298528.0897,1178184.426,2023-04-26T16:28:00.000Z,11500.29355
srnArt Gallery,0.001891873,12.2066312,81.04867081,399.0614057,2023-04-26T16:28:00.000Z,9459.363956
Luna Rush,0.002008182,8384.347923,52844.28672,233917.7534,2023-04-26T16:28:00.000Z,702863.6615
JavaScript Token,0.001133363,0,0,0,2023-04-26T16:28:00.000Z,9057.834225
Litecred,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,9015.531511
MedicCoin,2.98E-05,0,0,0,2023-04-26T16:28:00.000Z,8898.387539
Reward Hunters Token,1.11E-05,0,0,0,2023-04-26T16:28:00.000Z,11097.25871
Gaj Finance,0.004567668,17.57416511,123.9608245,521.7415982,2023-04-26T16:28:00.000Z,8867.729031
Apollon,5.97E-05,0,0,0,2023-04-26T16:28:00.000Z,8909.420803
SCRIV NETWORK,0.000357904,190.1143863,1255.497045,6064.015062,2023-04-26T16:28:00.000Z,15034.50814
Feellike,0.004900464,0,0,0,2023-04-26T16:28:00.000Z,49342.23754
Transcodium,0.000100666,117.9460983,793.8940206,3625.434676,2023-04-26T16:28:00.000Z,8647.237283
BSClaunch,0.004229548,7416.99672,56153.5097,244280.6403,2023-04-26T16:28:00.000Z,422954.7869
Streamit Coin,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,8070.389748
GlobalToken,5.97E-05,0,0,0,2023-04-26T16:28:00.000Z,7919.452962
Ignition,0.005040484,0,0,0,2023-04-26T16:28:00.000Z,7925.528354
More Coin,0.003877295,0,0,0,2023-04-26T16:28:00.000Z,116318.8556
GenesisX,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,7614.919666
LCMS,0.000500048,0,0,0,2023-04-26T16:28:00.000Z,500048.3722
Californium,0.002982535,0,0,0,2023-04-26T16:28:00.000Z,7298.14698
Kemacoin,0.000298253,1.49298224,9.64540155,46.21731492,2023-04-26T16:28:00.000Z,7461.435876
GoHelpFund,0.000596507,5362.792193,39267.79677,165167.9345,2023-04-26T16:28:00.000Z,13719.65989
NeoWorld Cash,3.00E-07,0,0,0,2023-04-26T16:28:00.000Z,30002.90233
Datarius Credit,3.54E-05,59.27762897,430.0987102,1680.987773,2023-04-26T16:28:00.000Z,8484.415675
TravelNote,0.003175019,0,0,0,2023-04-26T16:28:00.000Z,7408.375458
rASKO,0.00010496,2208.748614,16671.30109,70879.30804,2023-04-26T16:28:00.000Z,104960.2141
CRDT,0.000761558,0,0,0,2023-04-26T16:28:00.000Z,228467.5257
SpreadCoin,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,6656.576376
Prime-XI,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,6541.240039
ARbit,0.000596507,74.4940397,645.6791692,2310.522376,2023-04-26T16:28:00.000Z,6460.200111
Cabbage,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,6263.320552
SafeCapital,0.003280788,2.85580628,20.75465476,85.59522349,2023-04-26T16:28:00.000Z,6917.571879
Zayedcoin,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,5586.740948
VectorAI,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,5487.658458
FUZE Token,7.299766783,41047.17287,258925.6192,1228421.078,2023-04-26T16:28:00.000Z,5470.550154
BitCoal,0.001193014,0,0,0,2023-04-26T16:28:00.000Z,5368.562565
Veltor,0.009544111,0,0,0,2023-04-26T16:28:00.000Z,5295.597834
ZINC,0.000945247,52.70380316,360.1913261,1683.587356,2023-04-26T16:28:00.000Z,21627.23966
Coinonat,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,6038.559173
PLNcoin,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,5693.539552
Bitcoin Incognito,0.00038773,1.05025857,8.05370438,30.41817138,2023-04-26T16:28:00.000Z,5052.788799
Scanetchain,5.97E-06,15.61719138,104.8124678,456.8958648,2023-04-26T16:28:00.000Z,5965.069516
SkyHub Coin,0.00775459,0,0,0,2023-04-26T16:28:00.000Z,4989.403328
Bitvolt,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,18374.84655
Comet,0.005666816,0,0,0,2023-04-26T16:28:00.000Z,4946.167044
Independent Money System,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,4803.90932
Carebit,2.98E-05,0,0,0,2023-04-26T16:28:00.000Z,4839.068708
Gold Poker,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,5423.90239
SF Capital,4.55E-05,2.92042618,18.70332933,92.55376133,2023-04-26T16:28:00.000Z,4553.30736
OptionRoom,0.000358151,14569.99741,92958.19328,428254.7737,2023-04-26T16:28:00.000Z,35815.13858
Thingschain,3.91E-07,0,0,0,2023-04-26T16:28:00.000Z,10154.11225
iBank,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,4049.975597
Quebecoin,0.000596507,0,0,0,2023-04-26T16:28:00.000Z,5251.132964
Kwikswap Protocol,0.000418468,109.390107,837.0855334,3273.207532,2023-04-26T16:28:00.000Z,104616.9466
Xion Finance,0.000396652,143.3480564,988.7630726,4164.580947,2023-04-26T16:28:00.000Z,396652.2616
BonFi,1.31E-05,5.89651289,42.7964765,186.0497727,2023-04-26T16:28:00.000Z,12609.96981
NestEGG Coin,8.95E-05,30.70121057,228.3092178,853.8039295,2023-04-26T16:28:00.000Z,3788.653224
Joint Ventures,0.000168654,0,0,0,2023-04-26T16:28:00.000Z,103890.7881
Iconic,0.006263323,0,0,0,2023-04-26T16:28:00.000Z,3713.483678
Pyrk,0.00023042,0,0,0,2023-04-26T16:28:00.000Z,3636.490782
Defis,2.68E-05,48.90203596,325.5966738,1335.494496,2023-04-26T16:28:00.000Z,3611.930777
Save Environment Token,0.003612521,0,0,0,2023-04-26T16:28:00.000Z,198688.6388
XDNA,0.00038773,0,0,0,2023-04-26T16:28:00.000Z,3420.555072
High Voltage,0.002208425,0,0,0,2023-04-26T16:28:00.000Z,3741.449191
The Currency Analytics,1.95E-05,0,0,0,2023-04-26T16:28:00.000Z,7810.855581
Insight Protocol,1.60E-05,0,0,0,2023-04-26T16:28:00.000Z,32003.09582
Paypex,1.95E-05,0,0,0,2023-04-26T16:28:00.000Z,2929.070843
Guider,1.16E-05,50.59748242,349.4995198,1615.129567,2023-04-26T16:28:00.000Z,3014.995783
FinNexus,8.11E-05,0.00823147,0.05829335,0.23859877,2023-04-26T16:28:00.000Z,14311.90597
Exosis,0.005412734,0,0,0,2023-04-26T16:28:00.000Z,3687.523247
XOVBank,1.95E-05,0,0,0,2023-04-26T16:28:00.000Z,2929.070843
Dinero,0.000298253,1.08861804,6.87305581,30.37919903,2023-04-26T16:28:00.000Z,3265.2593
DNotes,1.95E-05,0,0,0,2023-04-26T16:28:00.000Z,3027.551326
Mobile Crypto Pay Coin,0.000268428,3.22484163,20.6432374,102.6497435,2023-04-26T16:28:00.000Z,2589.547903
SeChain,1.47E-07,0,0,0,2023-04-26T16:28:00.000Z,5734.273544
Cream,5.43E-05,0,0,0,2023-04-26T16:28:00.000Z,2447.210766
Wild Beast Block,0.013421406,0,0,0,2023-04-26T16:28:00.000Z,2441.612102
Ancient Raid,3.87E-05,0,0,0,2023-04-26T16:28:00.000Z,10556.30186
Mate,0.00086978,187.8063955,1367.390738,5331.588519,2023-04-26T16:28:00.000Z,86977.95651
SocialCoin,0.000207372,0,0,0,2023-04-26T16:28:00.000Z,2214.40418
Rewardiqa,0.000195271,2.68114038,18.63093886,75.87562399,2023-04-26T16:28:00.000Z,4100699.18
LitecoinToken,2.00E-08,0,0,0,2023-04-26T16:28:00.000Z,16798.28545
Merebel,0.000298253,0,0,0,2023-04-26T16:28:00.000Z,1847.782955
Mesefa,0.004000387,6.10074005,44.32362157,164.8204623,2023-04-26T16:28:00.000Z,3852372.659
Waterfall DeFi,0.000412135,0,0,0,2023-04-26T16:28:00.000Z,41213.45576
LiteCoin Ultra,0.001491267,0,0,0,2023-04-26T16:28:00.000Z,12722.44939
Save and Gain,0.000493525,0,0,0,2023-04-26T16:28:00.000Z,1512.555026
Rigel Finance,0.320030958,0,0,0,2023-04-26T16:28:00.000Z,1913.145068
Cubiex Power,0.007927233,0,0,0,2023-04-26T16:28:00.000Z,435997.8202
Connectome,0.00104488,90.14083186,627.9877722,8206.591189,2023-04-26T16:28:00.000Z,1267.630467
Depth Token,2.34E-06,0,0,0,2023-04-26T16:28:00.000Z,1640.723029
HeroFi (ROFI),0.014826953,11.10114263,81.87063719,357.3493597,2023-04-26T16:28:00.000Z,1556.830049
Crystal Token,0.002069877,102057.8538,680477.3647,2921183.959,2023-04-26T16:28:00.000Z,57614.79106
Veles,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,1248.717558
Concoin,0.001491267,0,0,0,2023-04-26T16:28:00.000Z,2378.967716
Dash Green,0.000477206,0,0,0,2023-04-26T16:28:00.000Z,1140.968951
KZ Cash,0.000685983,0.24867074,1.65240535,7.43622367,2023-04-26T16:28:00.000Z,2361.920245
Argus,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,4647.719449
Electrum Dark,0.000214799,0,0,0,2023-04-26T16:28:00.000Z,837.714261
PonziCoin,0.00089476,0,0,0,2023-04-26T16:28:00.000Z,770.4773109
Dynamite,0.001986536,43214.56128,310799.7072,1282310.894,2023-04-26T16:28:00.000Z,1438.713104
STRAKS,2.98E-05,0,0,0,2023-04-26T16:28:00.000Z,1422.274447
ECOSC,0.000800077,2.7537012,20.67429689,81.62198862,2023-04-26T16:28:00.000Z,800077.3955
Diligence,2.98E-05,0,0,0,2023-04-26T16:28:00.000Z,626.3322992
Abulaba,3.91E-05,0,0,0,2023-04-26T16:28:00.000Z,15504.54833
S.Finance,0.005763558,14120.82015,102293.7239,432297.1967,2023-04-26T16:28:00.000Z,121034.7083
Storeum,1.56E-06,0,0,0,2023-04-26T16:28:00.000Z,435.8457414
Klimatas,0.00038773,0,0,0,2023-04-26T16:28:00.000Z,610.7730627
Blizzard Network,0.00043217,0.25956884,1.82444172,8.1961987,2023-04-26T16:28:00.000Z,259.3018226
Trexcoin,1.49E-07,0,0,0,2023-04-26T16:28:00.000Z,1492.28883
Aeron,4.57E-06,201.0011469,1454.886155,5473.895756,2023-04-26T16:28:00.000Z,91.37212414
GokuMarket Credit,1.98E-05,54.23784106,387.5743655,1787.240289,2023-04-26T16:28:00.000Z,991.1693207
Nibble,0.000119301,0,0,0,2023-04-26T16:28:00.000Z,270.7603217
CryptoPlanes,6.44E-07,258.0662091,1721.160556,7669.814775,2023-04-26T16:28:00.000Z,64.36446757
HaloDAO,4.48E-08,48.00236088,346.0449488,1479.18165,2023-04-26T16:28:00.000Z,4.475282847
YFFII Finance,1.38E-09,26.78195626,197.1855246,857.7287529,2023-04-26T16:28:00.000Z,0.028920156
WETH,1953.329341,1283928070,9270371663,32347702104,2023-04-26T16:28:00.000Z,2253979868
ArbDoge AI,2.73E-10,67622618.26,504132300.2,2185014410,2023-04-26T16:28:00.000Z,57268573.92
Wrapped Matic,1.040486092,60606717.05,463382781.1,1645550406,2023-04-26T16:28:00.000Z,0
Wrapped Solana,22.71824484,51777123.15,360133053.3,1149308631,2023-04-26T16:28:00.000Z,0
Pepe,2.53E-07,40907064.91,284347163.4,1233209328,2023-04-26T16:28:00.000Z,106238009.7
Balancer Boosted Aave USDT,1.009180594,29584680.27,221648305.8,861675248.2,2023-04-26T16:28:00.000Z,0
Arbitrum (IOU),1.477095045,25882774.84,184659592.3,610458489.4,2023-04-26T16:28:00.000Z,14770950449
KONPAY,0.079369662,25877536.55,188446581.1,763595280.3,2023-04-26T16:28:00.000Z,253982919.7
XEN Crypto,6.06E-06,18682088.33,134818519.1,635456026.5,2023-04-26T16:28:00.000Z,23355137.69
XT Stablecoin XTUSD,0.999913858,17528755.31,131970334,533884736.4,2023-04-26T16:28:00.000Z,32797204.53
XT.com Token,3.10334837,15780361.75,107739697.9,460239638.4,2023-04-26T16:28:00.000Z,0
Coinbase Wrapped Staked ETH,2012.110837,12290947.8,90779534.64,405565440.8,2023-04-26T16:28:00.000Z,0
CryptoGPT,0.045288107,12222070.17,77864253.74,364415218,2023-04-26T16:28:00.000Z,135864321
Beacon ETH,1946.891669,12171359.26,83269644.7,412685733.4,2023-04-26T16:28:00.000Z,0
ROA CORE,1.846407094,10905831.01,77722363.57,321247258.8,2023-04-26T16:28:00.000Z,1846407094
Wrapped AVAX,18.06278996,10850265.57,68999310.95,309051447.8,2023-04-26T16:28:00.000Z,0
Balancer Boosted Aave USDC,1.003368602,10145920.46,73249030.37,284721328.4,2023-04-26T16:28:00.000Z,5.20979E+15
ENTERBUTTON,13.65177318,10011172.69,73872228.93,291570077.9,2023-04-26T16:28:00.000Z,13310478849
Note,1.026875337,9343893.966,66487564.9,284126363.2,2023-04-26T16:28:00.000Z,0
Wrapped Fantom,0.448097504,8330405.74,62176302.32,255655920.6,2023-04-26T16:28:00.000Z,0
Australian Dollar Token,0.665124397,7623592.115,51591623.62,212838029.3,2023-04-26T16:28:00.000Z,0
Wojak,8.54E-05,7577060.553,48207154.03,219006032.2,2023-04-26T16:28:00.000Z,5929398.771
Ludena Protocol,0.153878686,7519540.581,50387868.38,232779946.9,2023-04-26T16:28:00.000Z,153878685.6
Lido wstETH,2184.449767,7350861.985,50390688.67,208888093.4,2023-04-26T16:28:00.000Z,0
Talken,0.184691466,7162821.395,48625257.26,210216612.3,2023-04-26T16:28:00.000Z,92345733.08
Rock Dao,0.000677066,6510095.376,44820454.07,209282265,2023-04-26T16:28:00.000Z,4044641.714
Degen Zoo,0.017617627,6508767.887,45094228.52,184441404.1,2023-04-26T16:28:00.000Z,0
Giant Mammoth,2.967964981,6267558.686,46419920.24,184579175.1,2023-04-26T16:28:00.000Z,14839824903
IYKYK,5.18E-09,6136652.837,42191535.39,197819972.2,2023-04-26T16:28:00.000Z,2179379.176
Wrapped CANTO,0.273299373,6061604.094,40419845.01,168881042.7,2023-04-26T16:28:00.000Z,273299373.3
Cryptonex,21.849292,6021909.151,43749758.21,162733661.9,2023-04-26T16:28:00.000Z,2340825077
Digital Financial Exchange,0.259441638,5842977.03,37560977.71,160660846,2023-04-26T16:28:00.000Z,142692900.7
MixTrust,0.001947052,5792614.155,42832686.05,193894379.4,2023-04-26T16:28:00.000Z,19470516.41
Chad Coin,2.81E-06,5393055.19,36930835.49,176911068.1,2023-04-26T16:28:00.000Z,660714.2267
Rekt,1.17E-08,5376417.685,34792877.37,161145454.6,2023-04-26T16:28:00.000Z,4900614.506
PEEPO,7.16E-08,5366208.768,38253111.52,170859863.2,2023-04-26T16:28:00.000Z,4973272.636
Compound USD Coin,0.023341464,5302412.245,36478254.18,166882709.5,2023-04-26T16:28:00.000Z,621001047.4
ASTRA Protocol,0.251021013,5030797.781,38027942.73,172962032.2,2023-04-26T16:28:00.000Z,251021013.3
BOB,0.997672663,4501935.076,32578135.56,137660218.4,2023-04-26T16:28:00.000Z,9976877.274
FUTUREXCRYPTO,0.627862482,4481327.451,33705237.89,144038162.8,2023-04-26T16:28:00.000Z,3139312408
P2P Solutions foundation,93.13096023,4373657.438,30426607.31,129723332.5,2023-04-26T16:28:00.000Z,9.3131E+11
Square Token,5.040362193,4339701.482,32786219.83,139755324.4,2023-04-26T16:28:00.000Z,25201810.97
Carmin,0.270026121,4279536.917,28356248.43,117618857.5,2023-04-26T16:28:00.000Z,540052241.9
Wrapped CRO,0.07381456,4211254.484,31188115.55,127864671.5,2023-04-26T16:28:00.000Z,42081410.39
Camelot Token,2092.929206,4191344.679,30169886.33,105310479.5,2023-04-26T16:28:00.000Z,153842854.2
Compound Dai,0.022226367,4133685.021,29609661.13,116954404.7,2023-04-26T16:28:00.000Z,45021650.95
KingDeFi,0.000753003,4077638.381,29560923.31,111251406.1,2023-04-26T16:28:00.000Z,0
AiShiba,6.25E-11,3975854.278,25652150.73,116627014.5,2023-04-26T16:28:00.000Z,13123297.05
WhiteBIT Token,4.830211828,3926501.72,26005362.21,106102368.9,2023-04-26T16:28:00.000Z,1932084731
Level Finance,9.296043147,3861645.806,31192768.64,113157126.7,2023-04-26T16:28:00.000Z,463552852.8
Velodrome Finance,0.154245992,3828831.777,27036149.34,103097613.9,2023-04-26T16:28:00.000Z,61698396.81
XENO Governance,0.056601845,3736652.815,27531356.67,108589015.9,2023-04-26T16:28:00.000Z,339611072.2
Double Swap Token,3787.454779,3551170.221,22509442.76,111578348.9,2023-04-26T16:28:00.000Z,0
Aleph Zero,1.377097597,3471206.141,26041263.85,85711584.39,2023-04-26T16:28:00.000Z,424768831.1
MinePlex,0.101672474,3364659.467,24783756.1,106748919.4,2023-04-26T16:28:00.000Z,42165608.62
XCAD Network Play,0.069934451,3339453.391,23133959.55,104776173.3,2023-04-26T16:28:00.000Z,24477057.85
X-MASK Coin,12.27668758,3335229.983,21252682.12,103938971.3,2023-04-26T16:28:00.000Z,122766875.8
Access Protocol,0.005662676,3290277.777,21943185.18,117340985.4,2023-04-26T16:28:00.000Z,566267633.6
ApeX Protocol,0.342974545,3183055.058,23265582.18,102789390.4,2023-04-26T16:28:00.000Z,342974544.7
Limoverse,0.086865815,3142288.422,22269342.49,92113495.02,2023-04-26T16:28:00.000Z,868658151.5
Wrapped EGLD,42.37491731,3114991.453,21224291.42,86299885.58,2023-04-26T16:28:00.000Z,0
Cheelee,9.136817392,3057993.162,22846152.82,85035131.91,2023-04-26T16:28:00.000Z,9136817392
BTCDOWN,0.007449721,3023493.584,19576231.39,88482680.69,2023-04-26T16:28:00.000Z,0
Bullieverse,0.002579166,3016612.408,20116644.93,100092941.4,2023-04-26T16:28:00.000Z,2579165.639
